"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Activated Sleeper","dmc","Near Mint","English","","","2026-03-05 14:10:32.160000","24","False","False",""
"1","1","Adaptive Automaton","m12","Near Mint","English","","","2026-03-05 14:10:32.160000","201","False","False","1.20"
"1","1","Adaptive Sporesinger","one","Near Mint","English","","","2026-03-05 14:10:32.160000","157","False","False",""
"1","1","Adaptive Training Post","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","18","False","False",""
"1","1","Adarkar Wastes","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","316","False","False",""
"1","1","Adelbert Steiner","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","3","False","False",""
"1","1","Adept Watershaper","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","297","False","False",""
"1","1","Adept Watershaper","ecl","Near Mint","English","foil","","2026-03-05 14:10:32.160000","3","False","False",""
"1","1","Adept Watershaper","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","3","False","False",""
"1","1","Admiral Beckett Brass","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","264","False","False",""
"1","1","Adorned Crocodile","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","69","False","False",""
"1","1","Adrenaline Jockey","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","112","False","False",""
"1","1","Advanced Stitchwing","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","36","False","False",""
"1","1","Adventurous Impulse","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","621","False","False",""
"1","1","Advocate of the Beast","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","622","False","False",""
"1","1","Aegar, the Freezing Flame","mul","Near Mint","English","","","2026-03-05 14:10:32.160000","31","False","False","0.08"
"1","1","Aegis Sculptor","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","35","False","False",""
"1","1","Aegis Turtle","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","150","False","False",""
"1","1","Aerial Guide","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","282","False","False",""
"1","1","Aerith Gainsborough","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","519","False","False",""
"1","1","Aeromoeba","mh2","Near Mint","English","","","2026-03-05 14:10:32.160000","37","False","False",""
"1","1","Aether Channeler","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","160","False","False",""
"1","1","Aether Gale","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","72","False","False","0.15"
"1","1","Aether Helix","stx","Near Mint","English","","","2026-03-05 14:10:32.160000","162","False","False",""
"1","1","Aether Hub","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","317","False","False",""
"1","1","Aether Refinery","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","106","False","False",""
"1","1","Aether Revolt","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","113","False","False",""
"1","1","Aether Spellbomb","mma","Near Mint","English","foil","","2026-03-05 14:10:32.160000","196","False","False",""
"1","1","Aether Vial","v10","Near Mint","English","foil","","2026-03-05 14:10:32.160000","1","False","False",""
"1","1","Aether Vial","2x2","Near Mint","English","etched","","2026-03-05 14:10:32.160000","555","False","False",""
"1","1","Aetherblade Agent // Gitaxian Mindstinger","mom","Near Mint","English","","","2026-03-05 14:10:32.160000","88","False","False",""
"1","1","Aetherflux Reservoir","kld","Near Mint","Spanish","","","2026-03-05 14:10:32.160000","192","False","False",""
"1","1","Aethergeode Miner","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","163","False","False",""
"1","1","Aetherize","gtc","Near Mint","English","foil","","2026-03-05 14:10:32.160000","29","False","False",""
"1","1","Aetherjacket","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","230","False","False",""
"1","1","Aethermage's Touch","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","167","False","False",""
"1","1","Aetherplasm","rvr","Near Mint","English","","","2026-03-05 14:10:32.160000","34","False","False",""
"1","1","Aethersnipe","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","37","False","False",""
"1","1","Aethersphere Harvester","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","280","False","False",""
"1","1","Aethersquall Ancient","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","174","False","False",""
"1","1","Aetherstorm Roc","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","164","False","False",""
"1","1","Aethertide Whale","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","175","False","False",""
"1","1","Aetherworks Marvel","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","281","False","False",""
"1","1","Afterburner Expert","dft","Near Mint","English","","","2026-03-05 14:10:32.160000","387","False","False",""
"1","1","Aftermath Analyst","mkm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","148","False","False",""
"1","1","Aftershock","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","TMP-160","False","False",""
"1","1","Against All Odds","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","ONE-1","False","False",""
"1","1","Agate Assault","blb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","122","False","False",""
"1","1","Agate Instigator","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","56","False","False",""
"1","1","Agate-Blade Assassin","blb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","82","False","False",""
"1","1","Agatha of the Vile Cauldron","woe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","360","False","False",""
"2","2","Agatha's Champion","woe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","160","False","False","0.18"
"2","2","Agatha's Champion","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","160","False","False","0.03"
"1","1","Agatha's Soul Cauldron","woe","Near Mint","English","","","2026-03-05 14:10:32.160000","242","False","False",""
"1","1","Agency Outfitter","mkm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","38","False","False",""
"1","1","Agent Bishop, Man in Black","tmt","Near Mint","English","","","2026-03-05 14:10:32.160000","2","False","False",""
"1","1","Agent of Acquisitions","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","CNS-54","False","False",""
"1","1","Agent of Kotis","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","36","False","False",""
"1","1","Agent of the Shadow Thieves","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","108","False","False",""
"2","2","Agent of Treachery","m20","Near Mint","English","","","2026-03-05 14:10:32.160000","43","False","False",""
"1","1","Agent Venom","spm","Near Mint","English","","","2026-03-05 14:10:32.160000","49","False","False",""
"2","2","Aggravated Assault","wot","Near Mint","English","","","2026-03-05 14:10:32.160000","39","False","False","3.20"
"1","1","Aggravated Assault","wot","Near Mint","English","","","2026-03-05 14:10:32.160000","76","False","False",""
"1","1","Aggressive Instinct","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","623","False","False",""
"1","1","Aggressive Negotiations","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","70","False","False",""
"1","1","Aggressive Sabotage","dmu","Near Mint","English","","","2026-03-05 14:10:32.160000","78","False","False","0.02"
"1","1","Agna Qel'a","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","264","False","False",""
"1","1","Agonizing Syphon","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","396","False","False",""
"1","1","Agony Warp","2x2","Near Mint","English","","","2026-03-05 14:10:32.160000","168","False","False",""
"1","1","Ahn-Crop Crasher","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","514","False","False",""
"1","1","Aim for the Head","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","92","False","False","0.01"
"1","1","Aim High","inr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","185","False","False",""
"1","1","Ainok Bond-Kin","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","7","False","False","0.02"
"1","1","Ainok Guide","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","625","False","False",""
"1","1","Ainok Strike Leader","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","51","False","False",""
"1","1","Ainok Wayfarer","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","134","False","False",""
"1","1","Air Elemental","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","284","False","False",""
"1","1","Air Nomad Legacy","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","206","False","False",""
"1","1","Air Response Unit","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","1","False","False",""
"1","1","Airbender Ascension","tla","Near Mint","English","foil","","2026-03-05 14:10:32.160000","6","False","False",""
"1","1","Airbending Lesson","tla","Near Mint","English","foil","","2026-03-05 14:10:32.160000","8","False","False",""
"1","1","Ajani Fells the Godsire","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","19","False","False",""
"1","1","Ajani, Adversary of Tyrants","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","157","False","False",""
"1","1","Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","442","False","False",""
"1","1","Ajani, Outland Chaperone","ecl","Near Mint","English","","","2026-03-05 14:10:32.160000","4","False","False",""
"1","1","Ajani, the Greathearted","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","WAR-184","False","False",""
"1","1","Ajani's Pridemate","fdn","Near Mint","English","foil","","2026-03-05 14:10:32.160000","135","False","False",""
"1","1","Ajani's Welcome","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","M19-6","False","False",""
"1","1","Akal Pakal, First Among Equals","lci","Near Mint","English","","","2026-03-05 14:10:32.160000","292","False","False",""
"1","1","Akawalli, the Seething Tower","lci","Near Mint","English","foil","","2026-03-05 14:10:32.160000","220","False","False",""
"1","1","Akiri, Fearless Voyager","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","335","False","False","0.18"
"1","1","Akki Ember-Keeper","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","130","False","False",""
"1","1","Akki Ronin","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","131","False","False",""
"1","1","Akki Scrapchomper","mom","Near Mint","English","foil","","2026-03-05 14:10:32.160000","130","False","False",""
"1","1","Akki War Paint","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","132","False","False",""
"1","1","Akoum Hellhound","znr","Near Mint","English","","","2026-03-05 14:10:32.160000","133","False","False",""
"1","1","Akroma's Will","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","165","False","False",""
"1","1","Akroma's Will","cmr","Near Mint","English","","","2026-03-05 14:10:32.160000","3","False","False",""
"1","1","Akul the Unrepentant","otj","Near Mint","English","","","2026-03-05 14:10:32.160000","346","False","False",""
"1","1","Al Bhed Salvagers","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","88","False","False",""
"1","1","Alacrian Armory","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","2","False","False",""
"1","1","Alandra, Sky Dreamer","mkc","Near Mint","English","","","2026-03-05 14:10:32.160000","94","False","False",""
"1","1","Alania, Divergent Storm","blb","Near Mint","English","","","2026-03-05 14:10:32.160000","204","False","False",""
"1","1","Alania, Divergent Storm","blb","Near Mint","English","","","2026-03-05 14:10:32.160000","327","False","False",""
"1","1","Alania's Pathmaker","blb","Near Mint","English","","","2026-03-05 14:10:32.160000","123","False","False",""
"1","1","Alaundo the Seer","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","412","False","False",""
"1","1","Alchemax Slayer-Bots","spe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","5","False","False",""
"1","1","Alchemist's Assistant","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","71","False","False",""
"1","1","Alchemist's Gift","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","397","False","False",""
"1","1","Alchemist's Retrieval","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","47","False","False","0.10"
"1","1","Alchemist's Talent","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","22","False","False",""
"1","1","Alela, Artful Provocateur","brc","Near Mint","English","","","2026-03-05 14:10:32.160000","119","False","False",""
"1","1","Alela, Cunning Conqueror","woc","Near Mint","English","foil","","2026-03-05 14:10:32.160000","3","False","False",""
"1","1","Alena, Kessig Trapper","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","CMR-160","False","False",""
"1","1","Alesha's Legacy","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","72","False","False",""
"1","1","Alexios, Deimos of Kosmos","acr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","134","False","False",""
"1","1","Alexi's Cloak","pcy","Near Mint","English","","","2026-03-05 14:10:32.160000","29","False","False",""
"1","1","Alharu, Solemn Ritualist","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","8","False","False","0.06"
"1","1","Alien Symbiosis","spm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","50","False","False",""
"1","1","Alistair, the Brigadier","who","Near Mint","English","foil","","2026-03-05 14:10:32.160000","717","False","False",""
"3","3","All That Glitters","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","9","False","False","0.32"
"1","1","All That Glitters","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","622","False","False",""
"1","1","All Will Be One","one","Near Mint","English","","","2026-03-05 14:10:32.160000","118","False","False",""
"1","1","All-Fates Scroll","eoe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","234","False","False",""
"1","1","Allied Teamwork","tle","Near Mint","English","foil","","2026-03-05 14:10:32.160000","213","False","False",""
"1","1","Allies at Last","tla","Near Mint","English","","","2026-03-05 14:10:32.160000","164","False","False",""
"1","1","All-Out Assault","tdm","Near Mint","English","","","2026-03-05 14:10:32.160000","352","False","False",""
"1","1","Almost Perfect","pip","Near Mint","English","foil","","2026-03-05 14:10:32.160000","90","False","False",""
"1","1","Alms Collector","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","10","False","False","0.70"
"1","1","Alora, Merry Thief","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","55","False","False",""
"1","1","Alquist Proft, Master Sleuth","mkm","Near Mint","English","","","2026-03-05 14:10:32.160000","185","False","False",""
"1","1","Altanak, the Thrice-Called","dsk","Near Mint","English","foil","","2026-03-05 14:10:32.160000","166","False","False",""
"1","1","Altar of Bhaal // Bone Offering","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","109","False","False",""
"1","1","Altar of the Brood","ktk","Near Mint","English","","","2026-03-05 14:10:32.160000","216","False","False",""
"1","1","Altar of the Goyf","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","282","False","False",""
"1","1","Altar of the Wretched // Wretched Bonemass","lcc","Near Mint","English","","","2026-03-05 14:10:32.160000","22","False","False",""
"1","1","Amalia Benavides Aguirre","lci","Near Mint","English","foil","","2026-03-05 14:10:32.160000","299","False","False",""
"1","1","Amateur Hero","spe","Near Mint","English","foil","","2026-03-05 14:10:32.160000","1","False","False",""
"1","1","Amazing Acrobatics","spm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","25","False","False",""
"1","1","Amber Gristle O'Maul","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","159","False","False",""
"1","1","Ambition's Cost","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","110","False","False",""
"1","1","Ambitious Assault","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","133","False","False",""
"1","1","Ambitious Dragonborn","clb","Near Mint","English","","","2026-03-05 14:10:32.160000","213","False","False",""
"1","1","Ambling Stormshell","tdm","Near Mint","English","","","2026-03-05 14:10:32.160000","332","False","False",""
"1","1","Ambrosia Whiteheart","fin","Near Mint","English","foil","","2026-03-05 14:10:32.160000","325","False","False",""
"1","1","Ambush Gigapede","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","77","False","False",""
"1","1","Ambush Wolf","fdn","Near Mint","English","","","2026-03-05 14:10:32.160000","98","False","False",""
"1","1","Aminatou's Augury","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","73","False","False",""
"1","1","Amped Raptor","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","114","False","False",""
"1","1","Amphibian Downpour","mh3","Near Mint","English","","","2026-03-05 14:10:32.160000","51","False","False",""
"1","1","Amphin Mutineer","mkc","Near Mint","English","","","2026-03-05 14:10:32.160000","95","False","False",""
"1","1","Amphin Mutineer","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","143","False","False",""
"1","1","An Offer You Can't Refuse","fdn","Near Mint","English","foil","","2026-03-05 14:10:32.160000","160","False","False",""
"1","1","An Offer You Can't Refuse","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","SNC-51","False","False",""
"1","1","Anafenza, Kin-Tree Spirit","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","11","False","False","0.10"
"1","1","Anafenza, Unyielding Lineage","tdm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","327","False","False",""
"1","1","Anax, Hardened in the Forge","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","204","False","False","0.10"
"3","3","Ancestral Blade","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","12","False","False","0.03"
"1","1","Ancestral Katana","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","1","False","False",""
"1","1","Ancestral Mask","woc","Near Mint","English","","","2026-03-05 14:10:32.160000","119","False","False",""
"1","1","Ancestral Statue","dtk","Near Mint","Spanish","","","2026-03-05 14:10:32.160000","234","False","False",""
"1","1","Ancestral Statue","jmp","Near Mint","English","","","2026-03-05 14:10:32.160000","458","False","False",""
"1","1","Ancestral Vision","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","144","False","False",""
"1","1","Anchor to Reality","neo","Near Mint","English","","","2026-03-05 14:10:32.160000","45","False","False",""
"1","1","Ancient Brass Dragon","clb","Near Mint","English","foil","","2026-03-05 14:10:32.160000","111","False","False",""
"1","1","Ancient Cellarspawn","dsc","Near Mint","English","","","2026-03-05 14:10:32.160000","16","False","False",""
"1","1","Ancient Hydra","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","NEM-76","False","False",""
"1","1","Ancient Lumberknot","vow","Near Mint","English","foil","","2026-03-05 14:10:32.160000","230","False","False","0.24"
"1","1","Ancient Lumberknot","vow","Near Mint","English","","","2026-03-05 14:10:32.160000","230","False","False","0.09"
"1","1","Ancient Stirrings","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","219","False","False",""
"1","1","Ancient Vendetta","dft","Near Mint","English","foil","","2026-03-05 14:10:32.160000","75","False","False",""
"1","1","Andúril, Flame of the West","ltr","Near Mint","English","","","2026-03-05 14:10:32.160000","375","False","False",""
"1","1","Andúril, Narsil Reforged","ltc","Near Mint","English","foil","","2026-03-05 14:10:32.160000","491","False","False",""
"1","1","Anep, Vizier of Hazoret","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","46","False","False",""
"1","1","Angel of Flight Alabaster","voc","Near Mint","English","","","2026-03-05 14:10:32.160000","77","False","False","0.10"
"1","1","Angel of Invention","tdc","Near Mint","English","","","2026-03-05 14:10:32.160000","109","False","False",""
"1","1","Angel of Invention","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","166","False","False",""
"1","1","Angel of Jubilation","avr","Near Mint","English","","","2026-03-05 14:10:32.160000","2","False","False",""
"1","1","Angel of Sanctions","drc","Near Mint","English","","","2026-03-05 14:10:32.160000","62","False","False",""
"1","1","Angel of the Ruins","blc","Near Mint","English","","","2026-03-05 14:10:32.160000","134","False","False",""
"1","1","Angel of the Ruins","mh3","Near Mint","English","foil","","2026-03-05 14:10:32.160000","262","False","False",""
"1","1","Angel of Vitality","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","162","False","False",""
"1","1","Angelfire Ignition","mid","Near Mint","English","","","2026-03-05 14:10:32.160000","209","False","False","0.27"
"1","1","Angelheart Protector","znr","Near Mint","English","","","2026-03-05 14:10:32.160000","3","False","False",""
"1","1","Angelic Aberration","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","39","False","False",""
"1","1","Angelic Blessing","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","POR-2","False","False",""
"1","1","Angelic Cub","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","163","False","False",""
"1","1","Angelic Exaltation","rvr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","2","False","False",""
"1","1","Angelic Purge","inr","Near Mint","English","","","2026-03-05 14:10:32.160000","333","False","False",""
"1","1","Angelic Shield","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","INV-228","False","False",""
"1","1","Angel's Grace","tsr","Near Mint","English","","","2026-03-05 14:10:32.160000","4","False","False",""
"1","1","Angel's Tomb","inr","Near Mint","English","foil","","2026-03-05 14:10:32.160000","253","False","False",""
"1","1","Anger","m3c","Near Mint","English","","","2026-03-05 14:10:32.160000","208","False","False",""
"1","1","Anger of the Gods","2x2","Near Mint","English","foil","","2026-03-05 14:10:32.160000","102","False","False",""
"1","1","Angrath, Captain of Chaos","war","Near Mint","English","","","2026-03-05 14:10:32.160000","227","False","False",""
"1","1","Angry Rabble","spm","Near Mint","English","foil","","2026-03-05 14:10:32.160000","75","False","False",""
"1","1","Anguished Unmaking","soi","Near Mint","English","","","2026-03-05 14:10:32.160000","242","False","False",""
"1","1","Anim Pakal, Thousandth Moon","lci","Near Mint","English","foil","","2026-03-05 14:10:32.160000","223","False","False",""
"1","1","Animal Magnetism","cmm","Near Mint","English","","","2026-03-05 14:10:32.160000","271","False","False","0.08"
"1","1","Animate Dead","mkc","Near Mint","English","","","2026-03-05 14:10:32.160000","125","False","False",""
"1","1","Anje's Ravager","j25","Near Mint","English","","","2026-03-05 14:10:32.160000","517","False","False",""
"1","1","Ankle Biter","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","153","False","False",""
"1","1","Annex","plst","Near Mint","English","","","2026-03-05 14:10:32.160000","ONS-63","False","False",""
"1","1","Annie Joins Up","otj","Near Mint","English","foil","","2026-03-05 14:10:32.160000","347","False","False",""
